"","V1","V2","V3","V4"
"1",0.621736143993646,4,2,6
"2",1.08007847671442,10,6,15
"3",0.552758058167077,16,15,17
"4",0.539355769490201,18,17,19
"5",0.644190769509276,22,19,26
"6",0.809385742874797,27,26,29
"7",0.380874544517941,30,29,31
"8",0.734291024506702,34,31,37
"9",0.859297970897563,40,37,43
"10",0.585125966419636,47,43,48
"11",0.49555958814298,49,48,50
"12",0.773983057058667,51,50,55
"13",0.523280908662362,58,55,61
"14",0.626970729125215,64,61,67
"15",0.652162134125132,70,67,74
