Filenames,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012
201 202 301 302 401 402 - cleaned by Meteo,-4.61759805845846,-4.497629391224588,-4.400765358865002,-4.273540855141911,-4.1832159392750565,-4.085706551819702,-3.931267505662101,-3.7384691694163013,-3.6005209096310455,-3.548395087370011,-3.5856857176639187,-3.6768442483630372,-3.847697834482781,-4.043692517144101,-4.388359795496183,-4.603644521020224,-4.884883537777117,-4.895431182589475,-4.924023661552574,-4.691601265498213,-4.458002235503674,-4.286942807493144,-4.30385066091515,-4.4674163549370665,-4.511073544407519,-4.442751610072232,-4.307065884556294,-4.317596481675478,-4.499978196572076,-4.636998544046978,-4.668223125697992,-4.477430215082544,-4.30315321165499,-4.170320583045842,-4.1975226224190285,-4.253880881379619,-4.2761837379769,-4.182147299842494,-4.1039110654794575,-4.100699703455734,-4.261684396862908,-4.416582938301633,-4.518063889967128,-4.482803837104185,-4.402323095192407,-4.332243163919052,-4.3101888860106765,-4.374212097936822,-4.369716254697246,-4.321261089589529,-4.162411970516527,-4.1271432115027595,-4.2047372876278155,-4.382232687450685,-4.489600225392873,-4.478035245084139,-4.405320919487345,-4.364552230691927,-4.398705348064042,-4.475453478600221,-4.492006748825258,-4.427734085442044,-4.316132822376248,-4.261976412105083,-4.331830669349712,-4.4430132472662525,-4.518561431987439,-4.440103810223665,-4.3158498744424385,-4.201457981661727,-4.196439513093953,-4.2522194887050775,-4.323007865841552,-4.363782491355424,-4.360495698390758
