Filenames,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012
201 202 301 302 401 402 - cleaned by Meteo,-11.489453634209346,-11.48864121087602,-11.602444522343449,-11.664489318715436,-11.462492792369334,-11.145254135249232,-10.771058529718307,-10.450934833981435,-10.242751164690947,-10.147344335219124,-10.277196101010588,-10.463665771364825,-10.62020792484422,-10.900801209739258,-11.21611006318743,-11.802253311858692,-12.112325480532114,-11.567007264646783,-11.283881136894227,-11.097255060093076,-10.539113923061073,-10.306546665165142,-10.494571788039247,-10.751006654595173,-10.927529418536317,-10.910333640659552,-10.7535246485004,-11.014650667421828,-11.431454329088478,-11.416297770418605,-11.192334344130636,-10.895970575474065,-10.519906233351685,-10.33542340477159,-10.460588643609919,-10.672309570997939,-10.858695856578295,-10.903200590454018,-10.70565701513353,-10.673281944379221,-10.899973536208241,-10.976849111189669,-10.917673757972455,-10.843212032779943,-10.71090341411924,-10.515833726981556,-10.458923263746277,-10.598570590166858,-10.796136018564471,-10.843360170326015,-10.695727651518695,-10.698123478453427,-10.909021715340826,-11.144193825835966,-11.136263776931667,-10.902868133075264,-10.712103170802477,-10.61545825200008,-10.694366776970856,-10.883111664590189,-10.963999591825585,-10.903063204581983,-10.793591441668326,-10.791663701899136,-10.878803095100189,-10.994625764358709,-11.059744088743681,-10.879838475649267,-10.599436062322322,-10.447174349311055,-10.452795544266223,-10.572286265700857,-10.767887450425569,-10.96553762482583,-11.065622471710507
