"","V1","V2","V3","V4"
"1",0.174126536420863,2,1,4
"2",0.921492871677631,10,4,16
"3",0.832785841895114,22,17,25
"4",0.583731137147419,27,25,29
"5",0.816695814813477,34,29,38
"6",0.628442115603079,40,38,42
"7",0.747882087828959,47,42,50
"8",0.615935439272487,51,50,54
"9",0.660661292318337,58,54,61
"10",0.562480178402872,64,61,67
"11",0.75442854542836,70,67,75
