"","V1","V2","V3","V4"
"1",0.871789564183012,10,3,17
"2",0.736374396778567,22,17,30
"3",0.746269413354423,34,30,38
"4",0.579612213516288,40,38,42
"5",0.702270491974822,47,42,50
"6",0.587436720710897,51,50,54
"7",0.618585031416028,58,54,61
"8",0.539612086391462,64,61,67
"9",0.719282158132872,71,67,75
