"","V1","V2","V3","V4"
"1",0.89639019770852,10,4,17
"2",0.785915295641276,22,17,25
"3",0.537156726474343,27,25,30
"4",0.782188831972335,34,30,38
"5",0.599571892207191,40,38,42
"6",0.725977813303705,47,42,50
"7",0.599216376255664,51,50,54
"8",0.641097728681435,58,54,61
"9",0.552554593997526,64,61,67
"10",0.738606886257275,71,67,75
