"","V1","V2","V3","V4"
"1",0.983978112493275,10,1,19
"2",0.493909062547905,22,19,25
"3",0.484689723168386,27,25,31
"4",0.572445372769737,34,31,37
"5",0.623595283172499,39,37,43
"6",0.488250354486927,47,43,48
"7",0.604948068320349,52,48,55
"8",0.453889635226998,58,55,61
"9",0.516115101702444,64,61,67
"10",0.564669184481811,71,67,75
