"","V1","V2","V3","V4"
"1",0.900573976703372,10,4,17
"2",0.793727053350249,22,17,25
"3",0.544919128253189,27,25,30
"4",0.787939995779192,34,30,38
"5",0.604383596106506,40,38,42
"6",0.729628525724581,47,42,50
"7",0.602002886758468,51,50,54
"8",0.644358322620918,58,54,61
"9",0.554208858065084,64,61,67
"10",0.740721810806466,71,67,75
