"","V1","V2","V3","V4"
"1",0.861848902684088,10,3,17
"2",0.717092107755258,22,17,30
"3",0.732184133062612,34,30,38
"4",0.572642027073117,39,38,42
"5",0.693148172803995,47,42,50
"6",0.581736976998579,51,50,54
"7",0.610169779235566,58,54,61
"8",0.535178356900686,63,61,66
"9",0.712879303048963,71,66,75
