"","V1","V2","V3","V4"
"1",0.583486686922818,4,1,5
"2",1.03850362455851,10,5,17
"3",0.295771272931097,18,17,19
"4",0.615111296248025,22,19,26
"5",0.685332827419203,27,26,29
"6",0.291535400680542,30,29,31
"7",0.673657938020536,34,31,37
"8",0.762311398005713,40,37,43
"9",0.541052403817074,47,43,48
"10",0.441746185132229,49,48,50
"11",0.699139587738264,52,50,55
"12",0.50260915289726,58,55,61
"13",0.590130759017138,64,61,67
"14",0.615248343400504,70,67,74
