Filenames,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012
201 202 301 302 401 402 - cleaned by Meteo,0.3423336,0.34361166666666665,0.365116,0.381743,0.3806875,0.3820396666666667,0.4030665,0.42929083333333334,0.4394585,0.4484471666666667,0.44118250000000003,0.42724866666666667,0.4205241666666666,0.397742,0.3625781666666667,0.35433916666666665,0.3054696666666667,0.34371149999999995,0.31009349999999997,0.324922,0.3765703333333333,0.38622933333333337,0.3726165000000001,0.3561796666666666,0.3467788333333333,0.3432895,0.39518366666666666,0.3886593333333333,0.3414891666666666,0.343516,0.3302946666666667,0.35317516666666665,0.3798013333333334,0.39371466666666666,0.3802756666666667,0.3730708333333333,0.36741650000000003,0.3769548333333333,0.3962498333333333,0.40584899999999996,0.37131200000000003,0.35627366666666666,0.3480085,0.35403049999999997,0.36243566666666666,0.37342433333333336,0.37595483333333335,0.3631581666666667,0.36278933333333335,0.357605,0.39480333333333334,0.39817449999999993,0.3840861666666667,0.3604965,0.34628583333333335,0.354559,0.3652948333333334,0.3712761666666667,0.36714050000000004,0.3527468333333333,0.3498746666666667,0.35664650000000003,0.37509400000000004,0.38265316666666666,0.37276183333333335,0.3588448333333334,0.3409918333333333,0.3571585,0.37468166666666664,0.3860748333333333,0.3827336666666666,0.3776184999999999,0.367032,0.36150333333333334,0.3694592
