"","V1","V2","V3","V4"
"1",-4.18303986033112,4,1,5
"2",-3.48329768459138,10,5,17
"3",-4.67778114445243,18,17,19
"4",-4.1320369326608,22,19,26
"5",-4.04785495915396,27,26,29
"6",-4.64542771606286,30,29,31
"7",-4.04984649575957,34,31,37
"8",-3.92251094397554,40,37,43
"9",-4.24984294181495,47,43,50
"10",-3.99974732110021,52,50,55
"11",-4.30313514318032,58,55,61
"12",-4.1724548772684,64,61,67
"13",-4.13380045057655,70,67,74
