"","V1","V2","V3","V4"
"1",-3.5218540250288,10,1,17
"2",-4.73655312509794,18,17,19
"3",-4.2405536212541,22,19,26
"4",-4.19319341664955,27,26,31
"5",-4.11902425005301,34,31,37
"6",-4.01954929602025,40,37,43
"7",-4.2803178265735,47,43,48
"8",-4.35882422207346,49,48,50
"9",-4.09330619633278,52,50,55
"10",-4.34447106609516,58,55,61
"11",-4.22833891859628,64,61,67
"12",-4.17342640081635,70,67,74
