"","V1","V2","V3","V4"
"1",-11.488641210876,2,1,4
"2",-10.1473443352191,10,4,17
"3",-10.3065466651651,22,17,25
"4",-10.7535246485004,27,25,29
"5",-10.3354234047716,34,29,38
"6",-10.6732819443792,40,38,42
"7",-10.4589232637463,47,42,50
"8",-10.6957276515187,51,50,54
"9",-10.6154582520001,58,54,61
"10",-10.7916637018991,64,61,67
"11",-10.4471743493111,70,67,75
