"","V1","V2","V3","V4"
"1",-3.54839508737001,10,1,19
"2",-4.28694280749314,22,19,25
"3",-4.30706588455629,27,25,31
"4",-4.17032058304584,34,31,37
"5",-4.10069970345573,40,37,43
"6",-4.31018888601068,47,43,48
"7",-4.12714321150276,52,48,55
"8",-4.36455223069193,58,55,61
"9",-4.26197641210508,64,61,67
"10",-4.19643951309395,71,67,74
