"","V1","V2","V3","V4"
"1",-3.53777866243353,10,1,17
"2",-4.83187995959286,18,17,19
"3",-4.26838713299752,22,19,25
"4",-4.2615168973936,27,25,31
"5",-4.14980204984871,34,31,37
"6",-4.06823954048154,40,37,43
"7",-4.29824046223581,47,43,48
"8",-4.11360840543477,52,48,55
"9",-4.35651976485322,58,55,61
"10",-4.24852141470156,64,61,67
"11",-4.19024534932358,70,67,74
