"","V1","V2","V3","V4"
"1",-10.2296518147294,10,3,17
"2",-10.4805693673622,22,17,30
"3",-10.4518485582296,34,30,38
"4",-10.7597280338946,40,38,43
"5",-10.5362982017167,47,43,50
"6",-10.7336027888667,51,50,54
"7",-10.6862356341081,58,54,61
"8",-10.8239062095013,64,61,67
"9",-10.5057015306864,70,67,75
