"","V1","V2","V3","V4"
"1",-11.4824102248569,2,1,4
"2",-10.115290922127,10,4,17
"3",-10.2833136245039,22,17,26
"4",-10.6922718399261,27,26,29
"5",-10.2972702270612,34,29,38
"6",-10.6216315754403,40,38,42
"7",-10.4409519203684,47,42,50
"8",-10.6438802221515,51,50,54
"9",-10.602414784776,58,54,61
"10",-10.7784465092068,64,61,67
"11",-10.4262169494135,70,67,75
