"","V1","V2","V3","V4"
"1",-3.50383110788449,10,1,17
"2",-4.88671224036697,18,17,19
"3",-4.14736236772273,22,19,25
"4",-4.14599443226628,27,25,31
"5",-4.0922021181021,34,31,37
"6",-3.99571737910641,40,37,43
"7",-4.27941208859145,47,43,49
"8",-4.00372340623888,52,49,55
"9",-4.31258892861805,58,55,61
"10",-4.19496909686767,64,61,67
"11",-4.15603484672471,70,67,74
