"","V1","V2","V3","V4"
"1",-10.1855473520074,10,4,17
"2",-10.427807929998,22,17,26
"3",-10.8219744590193,27,26,29
"4",-10.3959956415005,34,29,38
"5",-10.6970556822201,40,38,41
"6",-10.8961024517674,42,41,43
"7",-10.5058924462876,47,43,50
"8",-10.6795823735606,51,50,54
"9",-10.6615093217029,58,54,61
"10",-10.8060283056715,64,61,67
"11",-10.4760080432568,70,67,75
