"","V1","V2","V3","V4"
"1",-3.5290924965764,10,1,17
"2",-4.77988350441382,18,17,19
"3",-4.25320521750111,22,19,26
"4",-4.22424954426048,27,26,31
"5",-4.13301415905106,34,31,37
"6",-4.04168122532083,40,37,43
"7",-4.28846447914727,47,43,48
"8",-4.3617947764254,49,48,50
"9",-4.10253447319732,52,50,55
"10",-4.34994774734882,58,55,61
"11",-4.23751278046232,64,61,67
"12",-4.18107137741054,70,67,74
