"","V1","V2","V3","V4"
"1",-10.2053943602323,10,4,17
"2",-10.4515505768119,22,17,26
"3",-10.8594458443583,27,26,30
"4",-10.4211294540286,34,30,38
"5",-10.7252582404737,40,38,43
"6",-10.5195750362307,47,43,50
"7",-10.7038915604484,51,50,54
"8",-10.6726361622852,58,54,61
"9",-10.8140733623949,64,61,67
"10",-10.4893701126001,70,67,75
