"","V1","V2","V3","V4"
"1",-11.4782562341775,2,1,4
"2",-10.0939219800655,10,4,17
"3",-11.3001965924586,18,17,19
"4",-10.2678249307297,22,19,26
"5",-10.6514366342098,27,26,29
"6",-10.2718347752543,34,29,38
"7",-10.5871979961477,40,38,41
"8",-10.938625828873,42,41,43
"9",-10.4289710247831,47,43,50
"10",-10.6093152692401,51,50,54
"11",-10.5937191399599,58,54,61
"12",-10.7696350474119,64,61,67
"13",-10.4122453494818,70,67,75
