"","V1","V2","V3","V4"
"1",0.584054035624516,4,1,5
"2",1.04574219815019,10,5,15
"3",0.433146702046951,16,15,17
"4",0.377684801437252,18,17,19
"5",0.616142308746422,22,19,26
"6",0.687393391979983,27,26,29
"7",0.287822309411011,30,29,31
"8",0.675547331342837,34,31,37
"9",0.765500582874037,40,37,43
"10",0.540997602831082,47,43,48
"11",0.440235407317631,49,48,50
"12",0.701402579935187,52,50,55
"13",0.501990716689862,58,55,61
"14",0.590795519695095,64,61,67
"15",0.616281365213938,70,67,74
