"","V1","V2","V3","V4"
"1",0.194402788654036,2,1,4
"2",0.938591116495362,10,4,17
"3",0.428877558345423,18,17,19
"4",0.843689669779541,22,19,26
"5",0.648930889203338,27,26,29
"6",0.84533881729043,34,29,38
"7",0.680723673054995,40,38,41
"8",0.486180558165798,42,41,43
"9",0.756488620240054,47,43,50
"10",0.668988585373738,51,50,54
"11",0.667452952445559,58,54,61
"12",0.573761036714248,64,61,67
"13",0.766158490588751,70,67,75
